0.00000000000000e+00 1.000e+00
-5.99232692884806e+06   inf
-5.84777158968240e+06 2.412e-02
-5.83634002048452e+06 1.955e-03
-5.83018980567929e+06 1.054e-03
-5.82653680089393e+06 6.266e-04
-5.82327165761542e+06 5.604e-04
-5.82111893571951e+06 3.697e-04
-5.81936065015335e+06 3.021e-04
-5.81824122418704e+06 1.924e-04
-5.81709075614661e+06 1.977e-04
-5.81608999902739e+06 1.720e-04
-5.81514291765279e+06 1.628e-04
-5.81439472737796e+06 1.287e-04
-5.81373135726136e+06 1.141e-04
-5.81310386327326e+06 1.079e-04
-5.81259516622023e+06 1.000e+00
-5.80750045063684e+06 8.765e-04
-5.80818656488478e+06 1.181e-04
-5.80853482946724e+06 1.000e+00
-5.80885017018960e+06 1.000e+00
