0.00000000000000e+00 1.000e+00
-2.04750024496689e+07   inf
-2.04496532455857e+07 1.238e-03
-2.04297603021090e+07 9.728e-04
-2.04137213537808e+07 7.851e-04
-2.04004664205852e+07 6.493e-04
-2.03893224979528e+07 5.463e-04
-2.03797502169307e+07 4.695e-04
-2.03714447243701e+07 4.075e-04
-2.03641383523178e+07 3.587e-04
-2.03576455708542e+07 3.188e-04
-2.03518594499233e+07 2.842e-04
-2.03466451050680e+07 2.562e-04
-2.03418943263884e+07 2.335e-04
-2.03375732304701e+07 2.124e-04
-2.03336161076856e+07 1.946e-04
-2.03299728197612e+07 1.792e-04
-2.03266340386968e+07 1.642e-04
-2.03235579178850e+07 1.513e-04
-2.03207001683587e+07 1.406e-04
-2.03180557506250e+07 1.301e-04
