0.00000000000000e+00 1.000e+00
-1.03261201674979e+07   inf
-1.03142391039151e+07 1.151e-03
-1.03052219311148e+07 8.742e-04
-1.02977118920553e+07 7.288e-04
-1.02913540542738e+07 6.174e-04
-1.02859031820242e+07 5.297e-04
-1.02811594016767e+07 4.612e-04
-1.02770182119587e+07 4.028e-04
-1.02733640980788e+07 3.556e-04
-1.02701271989614e+07 3.151e-04
-1.02672285613963e+07 2.822e-04
-1.02646337312426e+07 2.527e-04
-1.02622921636273e+07 2.281e-04
-1.02601858125868e+07 2.053e-04
-1.02582755365306e+07 1.862e-04
-1.02565341061272e+07 1.698e-04
-1.02549462529534e+07 1.548e-04
-1.02534856333719e+07 1.424e-04
-1.02521433640898e+07 1.309e-04
-1.02509173515897e+07 1.196e-04
