0.00000000000000e+00 1.000e+00
-7.94306477158517e+06   inf
-7.75222485729840e+06 2.403e-02
-7.71207190071274e+06 5.180e-03
-7.68545385737580e+06 3.451e-03
-7.66781728486904e+06 2.295e-03
-7.65333382964434e+06 1.889e-03
-7.64215523464237e+06 1.461e-03
-7.63272991853521e+06 1.233e-03
-7.62579356645433e+06 9.088e-04
-7.61891127726932e+06 9.025e-04
-7.61322001579509e+06 7.470e-04
-7.60810080233045e+06 6.724e-04
-7.60333691578340e+06 6.262e-04
-7.59932943510322e+06 5.271e-04
-7.59602599855852e+06 4.347e-04
-7.59249264829628e+06 4.652e-04
-7.58979155386969e+06 3.558e-04
-7.58714655376494e+06 3.485e-04
-7.58462047425909e+06 3.329e-04
-7.58288258477215e+06 2.291e-04
