0.00000000000000e+00 1.000e+00
-6.30369408447908e+06   inf
-6.14641301074706e+06 2.495e-02
-6.12624429800178e+06 3.281e-03
-6.11370587182597e+06 2.047e-03
-6.10449377347422e+06 1.507e-03
-6.09789894386938e+06 1.080e-03
-6.09279619956188e+06 8.368e-04
-6.08855833338885e+06 6.956e-04
-6.08436627519124e+06 6.885e-04
-6.08127750483149e+06 5.077e-04
-6.07827861561783e+06 4.931e-04
-6.07550547721867e+06 4.562e-04
-6.07338660519648e+06 3.488e-04
-6.07195922414369e+06 2.350e-04
-6.07072211667787e+06 2.037e-04
-6.06950346547652e+06 2.007e-04
-6.06718413214867e+06 3.821e-04
-6.06556481080996e+06 2.669e-04
-6.06382685823798e+06 2.865e-04
-6.06256246632964e+06 2.085e-04
