Full,Stem,Index,Min,Max,Total,Keep,Root_Index
vintage,vintag,812,0,14,436,1,
tall,tall,813,0,9,201,1,
instant,instant,814,0,4,42,0,
equity,equiti,815,0,5,91,1,
cafes,cafe,816,0,18,318,1,
paradise,paradis,817,0,7,108,0,
little,littl,818,0,7,171,1,
feeling,feel,819,0,16,424,0,
cork,cork,820,0,5,70,1,
chic,chic,821,0,4,76,1,
accents,accent,822,0,7,187,1,
outlook,outlook,823,0,4,85,1,
wow,wow,824,0,7,121,0,
tastefully,tastefulli,825,0,10,221,0,
circa,circa,826,0,2,34,0,
round,round,827,0,9,195,0,
amenities,amen,828,0,22,541,1,
shaker,shaker,829,0,4,58,1,
multi,multi,830,0,6,143,1,
1940s,1940,831,0,5,117,1,
greenery,greeneri,832,0,3,51,1,
recessed,recess,833,0,6,84,1,
roughed,rough,834,0,6,86,0,
embrace,embrac,835,0,4,67,0,
small,small,836,0,9,195,0,
creek,creek,837,0,9,92,1,
cape,cape,838,0,17,441,1,
cod,cod,839,0,17,431,1,
curb,curb,840,0,5,89,0,
cared,care,841,0,12,337,1,
free,free,843,0,7,84,1,
since,sinc,844,0,5,101,0,
organic,organ,845,0,4,110,1,
veggie,veggi,846,0,3,48,1,958
refurbished,refurbish,847,0,2,28,1,
worlds,world,848,0,15,394,1,
awaits,await,849,0,17,326,0,
nights,night,850,0,7,108,1,
drop,drop,851,0,3,41,1,
stunningly,stunningli,852,0,3,29,0,
barn,barn,853,0,3,33,1,
kitchenette,kitchenett,854,0,6,87,1,
seperate,seper,855,0,3,26,1,
morgan,morgan,856,0,4,82,1,
vibrant,vibrant,857,0,9,151,1,
roosevelt,roosevelt,858,0,3,47,1,
bedrms,bedrm,859,0,8,246,1,
efficiency,effici,860,0,17,518,1,
uw,uw,861,0,17,397,1,
station,station,862,0,11,185,1,
score,score,863,0,14,340,1,
spectacular,spectacular,865,0,14,277,0,
desirable,desir,866,0,19,687,1,
wallingford,wallingford,867,0,12,230,1,
community,commun,868,0,19,415,1,
old,old,869,0,20,546,0,
restored,restor,870,0,13,355,1,
white,white,871,0,14,264,1,
hw,hw,872,0,3,43,1,101
antique,antiqu,873,0,2,28,1,
cabs,cab,874,0,6,81,1,
apps,app,875,0,2,43,0,
bs,b,876,0,5,75,0,
enormous,enorm,877,0,6,101,0,
loft,loft,878,0,9,252,1,
o,o,879,0,4,31,0,
h,h,880,0,6,52,0,
e,e,881,0,3,48,0,
tankless,tankless,882,0,6,103,1,
pkg,pkg,883,0,5,93,1,
colonial,coloni,884,0,7,161,1,
exceptionally,exception,885,0,2,50,0,
elegant,eleg,886,0,19,485,0,
wooden,wooden,887,0,3,30,1,
solid,solid,888,0,14,395,1,
carrera,carrera,889,0,2,29,0,
marble,marbl,890,0,13,369,1,
every,everi,891,0,14,378,0,
captivating,captiv,892,0,3,88,0,
enjoyment,enjoy,893,0,4,62,0,
phinney,phinnei,895,0,19,356,1,
ridge,ridg,896,0,19,412,1,
flooded,flood,897,0,6,173,1,
owc,owc,898,0,3,24,0,
quaint,quaint,899,0,6,112,1,
country,countri,900,0,6,157,1,
bd,bd,901,0,9,149,1,82
woodland,woodland,902,0,5,76,1,
coffee,coffe,903,0,20,415,1,
eateries,eateri,904,0,9,178,1,
these,these,905,0,4,51,0,
few,few,906,0,11,283,0,
remaining,remain,907,0,4,51,0,
roll,roll,908,0,3,33,0,
bring,bring,909,0,12,329,0,
imagination,imagin,910,0,10,191,1,
madrona,madrona,911,0,11,148,1,
avenue,avenu,912,0,6,58,1,
magazine,magazin,913,0,3,38,0,
four,four,914,0,10,259,1,
showcasing,showcas,915,0,7,123,1,
millwork,millwork,916,0,16,271,1,
above,abov,917,0,22,565,0,
enhances,enhanc,918,0,5,122,0,
livability,livabl,920,0,5,90,1,
walkability,walkabl,921,0,9,194,1,
sensational,sensat,922,0,3,33,0,
boo,boo,923,0,4,90,0,
cascade,cascad,924,0,16,451,1,
commercial,commerci,925,0,3,52,1,
district,district,926,0,8,158,1,
choices,choic,927,0,4,73,0,
hi,hi,928,0,4,83,0,
red,red,929,0,4,55,1,
sense,sens,930,0,5,73,0,
peace,peac,931,0,15,302,1,
diamond,diamond,932,0,6,45,1,
subway,subwai,933,0,6,88,1,
ease,eas,934,0,3,52,1,
unique,uniqu,936,0,14,365,0,
galore,galor,937,0,9,174,0,
still,still,938,0,6,121,0,
highlights,highlight,939,0,5,119,1,
batchelder,batcheld,940,0,3,65,1,
blt,blt,942,0,2,26,0,
aesthetics,aesthet,943,0,3,38,1,
big,big,944,0,34,909,0,
verdant,verdant,945,0,4,52,1,
fun,fun,946,0,11,263,1,
mahogany,mahogani,947,0,9,214,1,
woodwork,woodwork,948,0,10,168,1,
generous,gener,949,0,20,704,0,
amp,amp,951,0,33,488,1,
panel,panel,952,0,11,359,1,
permitted,permit,953,0,7,53,1,
dwelling,dwell,954,0,4,61,1,
radiant,radiant,955,0,10,254,1,
super,super,956,0,13,310,0,
variety,varieti,957,0,3,31,1,
vegetables,veget,958,0,4,85,1,
attic,attic,959,0,9,223,1,
transit,transit,960,0,17,308,1,
public,public,961,0,10,129,1,
paths,path,962,0,4,77,1,
carkeek,carkeek,963,0,5,117,1,
fire,fire,964,0,12,204,1,
workshop,workshop,966,0,11,309,1,
outbuildings,outbuild,967,0,10,95,1,
appls,appl,968,0,13,256,1,91
mantled,mantl,969,0,6,124,1,
frpl,frpl,970,0,7,176,1,89
california,california,971,0,4,67,1,
sliding,slide,972,0,8,154,0,
awesome,awesom,973,0,8,182,0,
blue,blue,974,0,7,96,1,
golden,golden,975,0,6,92,1,
dwntwn,dwntwn,976,0,3,31,1,355
greenlake,greenlak,977,0,10,243,1,
lrg,lrg,978,0,13,216,0,
pantry,pantri,979,0,16,388,1,
ballard,ballard,980,0,33,819,1,
hidden,hidden,981,0,4,68,1,
surprises,surpris,982,0,4,80,1,
knocks,knock,983,0,4,68,0,
barbecue,barbecu,984,0,5,73,1,579
raised,rais,985,0,13,213,1,
grape,grape,986,0,3,40,1,
pad,pad,987,0,7,96,1,
hop,hop,988,0,6,50,0,
tasteful,tast,989,0,7,151,0,
bosch,bosch,990,0,3,70,1,
ge,ge,991,0,5,37,1,
refrigerator,refriger,992,0,4,108,1,
european,european,993,0,4,49,1,
professionally,profession,994,0,12,313,1,
rocking,rock,995,0,8,228,1,
chair,chair,996,0,8,191,1,
inspired,inspir,997,0,7,166,1,
bookcases,bookcas,998,0,6,88,1,
playroom,playroom,999,0,4,51,1,
barbeque,barbequ,1000,0,3,31,1,579
chef,chef,1001,0,23,603,1,
air,air,1002,0,13,308,1,
addl,addl,1003,0,3,35,0,
morning,morn,1004,0,12,156,1,
det,det,1005,0,4,44,0,
tudor,tudor,1006,0,4,47,1,
rich,rich,1007,0,19,550,1,
stucco,stucco,1008,0,6,229,1,
final,final,1009,0,4,37,1,
do,do,1010,0,2,31,0,
scope,scope,1011,0,11,214,1,
inspection,inspect,1012,0,4,30,1,
available,avail,1013,0,6,56,0,
vibe,vibe,1014,0,8,195,1,
TRUE,TRUE,1015,0,4,43,0,
library,librari,1016,0,10,229,1,
theater,theater,1017,0,11,258,1,
moulding,mould,1018,0,7,118,1,
tank,tank,1019,0,3,48,1,
trellis,trelli,1020,0,6,140,1,
around,around,1021,0,2,29,0,
metropolitan,metropolitan,1022,0,11,317,1,
market,market,1023,0,3,44,1,
where,where,1024,0,20,565,0,
coop,coop,1025,0,11,181,1,
seats,seat,1026,0,3,35,1,
ironwood,ironwood,1027,0,11,229,1,
grow,grow,1028,0,2,29,0,
refreshed,refresh,1030,0,3,70,0,
peak,peak,1031,0,6,76,1,
thru,thru,1032,0,4,49,0,
jacuzzi,jacuzzi,1033,0,7,182,1,
mother,mother,1034,0,4,50,1,
bottom,bottom,1035,0,9,133,1,
laminate,lamin,1037,0,5,83,1,
skylights,skylight,1038,0,6,97,1,
staircase,staircas,1039,0,20,510,1,
does,doe,1040,0,10,235,0,
greenhouse,greenhous,1041,0,3,43,1,
corian,corian,1042,0,3,52,1,
roomy,roomi,1043,0,3,50,1,
travertine,travertin,1045,0,5,46,1,
form,form,1046,0,4,71,1,
function,function,1047,0,3,52,0,
laid,laid,1048,0,15,297,0,
foot,foot,1049,0,2,34,1,
recroom,recroom,1050,0,13,324,1,
greenbelt,greenbelt,1051,0,3,30,1,
backsplash,backsplash,1052,0,6,106,1,
pull,pull,1053,0,7,177,0,
drawers,drawer,1054,0,3,44,0,
everyone,everyon,1055,0,2,48,0,
bench,bench,1056,0,5,85,1,
swim,swim,1057,0,5,87,1,
tennis,tenni,1058,0,6,76,1,
elem,elem,1059,0,7,87,1,424
zoning,zone,1060,0,4,66,1,
fremont,fremont,1061,0,10,154,1,
selling,sell,1062,0,11,190,1,
property,properti,1063,0,5,93,1,
tulip,tulip,1065,0,2,40,1,
sparkling,sparkl,1066,0,2,34,1,
storybook,storybook,1067,0,5,110,1,
cottage,cottag,1068,0,5,71,1,
insert,insert,1069,0,11,259,0,
retains,retain,1071,0,6,128,0,
whittier,whittier,1072,0,6,118,1,
coveted,covet,1073,0,4,65,1,
together,togeth,1074,0,24,445,0,
walkscore,walkscor,1075,0,6,60,1,
mention,mention,1076,0,5,109,0,
superb,superb,1078,0,7,86,0,
life,life,1079,0,6,135,1,
sophistication,sophist,1081,0,3,65,0,
grace,grace,1082,0,7,185,0,
through,through,1083,0,5,120,0,
signature,signatur,1084,0,18,421,1,
her,her,1085,0,3,37,1,
gaming,game,1086,0,3,40,1,
sidewalks,sidewalk,1087,0,5,94,1,
meadowbrook,meadowbrook,1088,0,4,53,1,
4br,4br,1089,0,5,92,1,82
sink,sink,1090,0,4,30,1,
oasis,oasi,1091,0,16,444,0,
enchanting,enchant,1092,0,15,341,0,
business,busi,1093,0,6,128,1,
think,think,1094,0,5,94,0,
real,real,1095,0,4,37,0,
spend,spend,1096,0,6,135,0,
sauna,sauna,1097,0,4,29,1,
vacuum,vacuum,1098,0,5,89,1,
greets,greet,1099,0,3,30,0,
appointed,appoint,1100,0,7,131,0,
2ba,2ba,1101,0,11,156,1,358
route,rout,1102,0,3,42,1,
kitch,kitch,1103,0,5,70,1,51
westerly,westerli,1104,0,5,132,1,
energy,energi,1105,0,4,84,1,
impeccably,impecc,1106,0,9,249,0,
mounted,mount,1107,0,9,199,0,
culinary,culinari,1108,0,9,108,1,
5th,5th,1109,0,3,26,1,
captured,captur,1110,0,4,82,0,
established,establish,1111,0,9,174,0,
pass,pass,1112,0,5,78,0,
breeze,breez,1113,0,3,50,1,
adu,adu,1114,0,5,62,0,
timeless,timeless,1115,0,15,170,1,
solarium,solarium,1116,0,7,177,1,
toward,toward,1117,0,3,30,0,
terrace,terrac,1118,0,5,53,1,
most,most,1119,0,10,271,0,
manteled,mantel,1120,0,17,468,1,
framing,frame,1121,0,4,54,1,
retro,retro,1122,0,11,196,1,
had,had,1123,0,5,107,0,
knotty,knotti,1124,0,3,41,1,
pine,pine,1125,0,2,39,1,
food,food,1126,0,5,74,1,
pipes,pipe,1127,0,6,76,1,
pk,pk,1128,0,3,28,1,
cosmetic,cosmet,1129,0,5,55,1,
say,sai,1130,0,5,76,0,
traditional,tradit,1131,0,2,34,1,
cupboards,cupboard,1132,0,10,328,1,
onto,onto,1133,0,3,47,0,
choose,choos,1134,0,12,249,0,
yet,yet,1135,0,2,28,0,
residential,residenti,1136,0,15,372,1,
re,re,1137,0,6,88,0,
walnut,walnut,1138,0,10,215,1,
masterpiece,masterpiec,1139,0,6,51,0,
waterfront,waterfront,1140,0,3,47,1,
shipping,ship,1141,0,9,140,1,
lanes,lane,1142,0,5,67,1,
de,de,1143,0,4,90,0,
head,head,1144,0,8,127,1,
metal,metal,1145,0,5,108,1,
point,point,1146,0,6,77,1,
majestic,majest,1147,0,11,145,0,
needle,needl,1148,0,4,48,1,
incredible,incred,1149,0,4,74,0,
development,develop,1150,0,10,304,1,
put,put,1151,0,7,104,0,
they,thei,1152,0,4,66,0,
any,ani,1153,0,5,63,0,
proudly,proudli,1154,0,5,145,0,
boulevard,boulevard,1155,0,3,46,1,
upon,upon,1156,0,3,43,0,
foyer,foyer,1157,0,5,71,1,
anchored,anchor,1158,0,6,85,1,
grand,grand,1159,0,4,34,1,
left,left,1160,0,14,346,1,
youll,youll,1161,0,4,62,0,
stately,state,1162,0,6,104,1,
ago,ago,1163,0,8,180,0,
parlor,parlor,1164,0,3,41,1,
which,which,1165,0,3,25,0,
pleasant,pleasant,1166,0,16,333,1,
below,below,1167,0,4,62,0,
equally,equal,1168,0,5,108,0,
dinner,dinner,1169,0,3,32,1,
kept,kept,1171,0,8,94,0,
favorite,favorit,1172,0,4,77,0,
under,under,1173,0,6,77,1,
hood,hood,1174,0,14,339,1,
never,never,1175,0,4,68,0,
die,die,1176,0,4,43,0,
middle,middl,1177,0,3,29,1,
itself,itself,1178,0,4,36,0,
murphy,murphi,1179,0,3,37,1,
p,p,1180,0,3,33,0,
patch,patch,1181,0,3,53,1,
shape,shape,1182,0,3,47,1,
residence,resid,1183,0,5,47,1,
decorative,decor,1184,0,7,179,1,
archways,archwai,1185,0,3,45,1,
attractive,attract,1186,0,5,63,1,
connection,connect,1187,0,7,109,1,
power,power,1188,0,9,152,1,
industrial,industri,1189,0,6,78,1,
fan,fan,1190,0,3,26,1,
keep,keep,1191,0,5,58,0,
whole,whole,1192,0,5,113,1,
shingle,shingl,1193,0,5,80,1,
upscale,upscal,1194,0,4,49,1,
ktchn,ktchn,1195,0,3,44,1,51
their,their,1196,0,4,36,0,
ensuite,ensuit,1197,0,4,82,1,
bathrm,bathrm,1198,0,5,69,1,358
bikes,bike,1199,0,3,35,1,
sight,sight,1200,0,11,212,0,
northwest,northwest,1202,0,6,48,1,
cul,cul,1203,0,5,103,1,
sac,sac,1204,0,8,121,1,
wrapped,wrap,1205,0,8,121,1,
l,l,1206,0,11,247,0,
broadview,broadview,1207,0,6,152,1,
sleeping,sleep,1208,0,8,153,1,
yr,yr,1209,0,4,44,1,621
warranty,warranti,1210,0,5,130,1,
prepped,prep,1211,0,6,105,1,
remarkable,remark,1212,0,3,44,0,
traffic,traffic,1213,0,4,82,1,
affords,afford,1214,0,5,63,1,
absolutely,absolut,1215,0,5,109,0,
entire,entir,1216,0,7,171,0,
meticulously,meticul,1217,0,7,100,1,
zero,zero,1218,0,13,311,1,
dog,dog,1219,0,6,84,1,
run,run,1220,0,8,132,1,
g,g,1221,0,6,120,0,
metro,metro,1222,0,4,36,1,
investment,invest,1223,0,3,49,1,
ride,ride,1225,0,4,37,1,
ranch,ranch,1227,0,2,32,1,
union,union,1228,0,2,25,1,
skyline,skylin,1229,0,8,118,1,
may,mai,1230,0,15,147,1,
duplex,duplex,1231,0,4,69,1,
conversion,convers,1232,0,3,29,1,
extensive,extens,1233,0,4,31,0,
approved,approv,1234,0,11,302,0,
highest,highest,1235,0,9,41,1,
split,split,1236,0,3,41,1,
mix,mix,1237,0,14,137,1,
informal,inform,1238,0,5,72,1,
butlers,butler,1241,0,8,173,1,
blooming,bloom,1242,0,5,59,1,
dayrooms,dayroom,1243,0,3,39,1,
redone,redon,1244,0,3,27,1,
rainy,raini,1245,0,7,114,1,
retail,retail,1246,0,2,26,1,
sunday,sundai,1247,0,5,62,1,
farmer,farmer,1248,0,4,56,1,
local,local,1249,0,5,97,1,
sunroom,sunroom,1250,0,13,197,1,
trader,trader,1251,0,6,93,1,
joes,joe,1252,0,3,33,1,
fine,fine,1253,0,4,48,0,
transportation,transport,1254,0,4,82,1,
swedish,swedish,1255,0,8,126,1,
speakers,speaker,1256,0,2,32,1,
sprinkler,sprinkler,1257,0,4,65,1,
defined,defin,1259,0,4,62,0,
ac,ac,1260,0,3,45,1,
thoughtful,thought,1261,0,6,111,0,
lit,lit,1262,0,9,180,1,
shelving,shelv,1263,0,3,58,1,
let,let,1264,0,7,121,0,
bryant,bryant,1265,0,6,125,1,
meets,meet,1266,0,11,231,0,
highly,highli,1267,0,8,129,0,
flagstone,flagston,1268,0,12,212,1,
drenched,drench,1269,0,2,48,1,
honey,honei,1270,0,6,160,1,
pcc,pcc,1271,0,2,32,1,
bg,bg,1272,0,7,128,0,
magnuson,magnuson,1273,0,3,46,1,
part,part,1274,0,4,45,0,
anderson,anderson,1275,0,5,86,1,
ne,ne,1276,0,3,34,1,
indoors,indoor,1277,0,3,50,1,
fam,fam,1278,0,12,193,1,
ball,ball,1279,0,9,185,1,
sustainably,sustain,1280,0,3,30,1,
paperstone,paperston,1281,0,4,27,1,
concrete,concret,1282,0,2,28,1,
clear,clear,1283,0,7,175,1,
bsmt,bsmt,1284,0,4,44,1,
ravine,ravin,1285,0,16,254,1,
atrium,atrium,1286,0,3,29,1,
atop,atop,1287,0,3,38,0,
wide,wide,1288,0,3,51,1,
elliot,elliot,1289,0,10,215,1,689
across,across,1290,0,2,33,1,
whimsical,whimsic,1291,0,13,234,0,
simply,simpli,1292,0,4,31,0,
unbelievable,unbeliev,1293,0,4,72,0,
present,present,1294,0,3,34,0,
commanding,command,1295,0,5,114,0,
gym,gym,1296,0,3,47,1,
watch,watch,1297,0,3,46,0,
viking,vike,1298,0,9,137,0,
nearby,nearbi,1299,0,8,191,1,
bakery,bakeri,1300,0,12,229,1,
then,then,1301,0,8,72,0,
bones,bone,1302,0,4,74,1,
start,start,1303,0,6,98,0,
italian,italian,1304,0,8,94,1,
floating,float,1305,0,3,52,1,
hearth,hearth,1306,0,3,35,1,
info,info,1307,0,3,39,0,
http,http,1308,0,3,55,0,
com,com,1309,0,4,43,0,
magical,magic,1310,0,7,118,0,
won,won,1311,0,6,83,0,
exquisite,exquisit,1312,0,6,84,0,
iconic,icon,1313,0,13,200,1,
mudroom,mudroom,1314,0,3,30,1,
wash,wash,1315,0,4,58,1,
east,east,1316,0,5,58,1,
acre,acr,1317,0,8,131,1,
walkway,walkwai,1318,0,6,116,1,
soaring,soar,1320,0,3,47,0,
semi,semi,1321,0,11,188,0,
hallways,hallwai,1322,0,5,40,1,
historic,histor,1323,0,3,52,1,
kubota,kubota,1324,0,10,156,1,
forced,forc,1325,0,4,29,1,
h20,h20,1326,0,4,76,1,1334
tool,tool,1328,0,6,112,1,
equipped,equip,1329,0,6,72,0,
via,via,1330,0,4,73,0,
grade,grade,1331,0,5,92,1,
oil,oil,1332,0,4,73,1,
existing,exist,1333,0,2,39,1,
h2o,h2o,1334,0,4,52,1,
engineered,engin,1335,0,4,100,1,
stop,stop,1336,0,3,26,0,
definitely,definit,1337,0,5,84,0,
inlayed,inlai,1338,0,2,32,1,
fourth,fourth,1339,0,2,49,1,
construction,construct,1340,0,3,46,1,
materials,materi,1341,0,11,295,1,
brazilian,brazilian,1342,0,6,105,1,
award,award,1343,0,5,91,1,
winning,win,1344,0,7,89,1,
loyal,loyal,1345,0,7,102,0,
afternoons,afternoon,1346,0,7,118,1,
starter,starter,1347,0,4,66,1,
vehicles,vehicl,1348,0,6,129,1,
wainscotting,wainscot,1349,0,4,37,1,
pedestal,pedest,1350,0,6,148,1,
scenic,scenic,1351,0,4,66,1,
shilshole,shilshol,1352,0,3,25,1,
artists,artist,1353,0,2,32,1,
palette,palett,1354,0,6,159,1,
pacific,pacif,1355,0,3,41,1,
buses,buse,1357,0,3,27,1,
hands,hand,1358,0,7,98,1,
superior,superior,1359,0,5,69,1,
integrity,integr,1360,0,3,30,1,
pocket,pocket,1361,0,4,57,1,
marmoleum,marmoleum,1362,0,4,70,1,
discovered,discov,1363,0,3,54,1,
handsome,handsom,1364,0,3,52,0,
stream,stream,1365,0,10,133,1,
ponds,pond,1366,0,4,55,1,
ceramic,ceram,1367,0,5,87,1,
cup,cup,1369,0,3,63,1,
columbia,columbia,1370,0,3,26,1,
youve,youv,1371,0,14,309,0,
yesteryear,yesteryear,1372,0,2,32,1,
continue,continu,1373,0,2,29,0,
gatherings,gather,1374,0,3,60,0,
intimate,intim,1375,0,7,153,1,
oven,oven,1376,0,4,60,1,
microwave,microwav,1377,0,7,165,1,
casual,casual,1378,0,3,37,1,
polished,polish,1379,0,8,128,1,
flanked,flank,1380,0,5,91,1,
zen,zen,1381,0,3,66,1,
fountain,fountain,1382,0,3,52,1,
proximity,proxim,1383,0,3,50,1,
something,someth,1384,0,4,84,0,
drink,drink,1385,0,3,39,1,
catch,catch,1386,0,3,26,0,
airport,airport,1387,0,4,52,1,
about,about,1388,0,6,85,0,
sip,sip,1390,0,4,67,1,
mind,mind,1391,0,3,32,0,
appreciate,appreci,1392,0,3,64,0,
structure,structur,1393,0,8,109,1,
1st,1st,1394,0,4,70,1,
sizable,sizabl,1395,0,4,81,0,
yoga,yoga,1396,0,2,39,1,
such,such,1397,0,5,47,0,
know,know,1398,0,5,97,0,
certified,certifi,1399,0,2,31,1,
sunrise,sunris,1400,0,2,31,1,
whatever,whatev,1401,0,9,91,0,
quintessential,quintessenti,1402,0,3,29,1,
rapid,rapid,1403,0,6,111,1,
greenwood,greenwood,1404,0,4,49,1,
term,term,1405,0,10,257,1,
hold,hold,1406,0,3,34,0,
swing,swing,1407,0,3,49,1,
bertazzoni,bertazzoni,1408,0,3,36,1,
explore,explor,1409,0,2,25,1,
apos,apo,1410,0,4,26,1,
irrigation,irrig,1411,0,10,67,1,
discovery,discoveri,1412,0,3,39,1,
pizza,pizza,1413,0,7,136,1,
stroll,stroll,1414,0,3,27,1,
magnolia,magnolia,1415,0,11,212,1,
grab,grab,1416,0,28,425,0,
starbucks,starbuck,1417,0,2,26,1,
gracious,graciou,1418,0,3,48,0,
nanny,nanni,1419,0,13,400,1,
hardwds,hardwd,1420,0,3,44,1,101
courtyard,courtyard,1421,0,4,60,1,
grassy,grassi,1422,0,7,153,1,
goes,goe,1423,0,3,38,0,
yourself,yourself,1424,0,3,40,0,
sandstone,sandston,1425,0,5,75,1,
exercise,exercis,1426,0,5,40,1,
hip,hip,1427,0,4,68,1,
authentic,authent,1428,0,7,114,1,
slope,slope,1429,0,3,34,1,
protected,protect,1430,0,6,78,1,
manicured,manicur,1431,0,4,68,1,
finest,finest,1432,0,5,103,0,
six,six,1433,0,4,84,1,
burner,burner,1434,0,3,26,1,
playground,playground,1435,0,5,75,1,
made,made,1436,0,5,81,0,
sleek,sleek,1437,0,7,82,1,
accommodating,accommod,1438,0,9,110,1,
dacor,dacor,1439,0,4,63,0,
black,black,1440,0,3,34,1,
honed,hone,1441,0,2,44,1,
steam,steam,1442,0,4,50,1,
pristine,pristin,1443,0,3,43,0,
sunshine,sunshin,1444,0,6,97,1,
baker,baker,1445,0,3,49,1,
seamlessly,seamlessli,1446,0,10,211,0,
cooler,cooler,1447,0,5,98,1,
dues,due,1448,0,3,25,0,
ultimate,ultim,1449,0,3,31,0,
condo,condo,1450,0,4,45,1,
alternative,altern,1451,0,6,98,1,
breathtaking,breathtak,1452,0,5,96,0,
directly,directli,1453,0,8,99,1,
dutch,dutch,1454,0,4,53,1,
queen,queen,1455,0,5,99,1,
anne,ann,1456,0,15,336,1,
bank,bank,1457,0,15,339,1,
changing,chang,1458,0,9,76,0,
vashon,vashon,1459,0,4,46,1,
sea,sea,1460,0,4,35,1,
southwest,southwest,1461,0,4,52,1,
photos,photo,1462,0,3,32,1,
virtual,virtual,1463,0,15,75,0,
tour,tour,1464,0,5,39,1,
noted,note,1465,0,4,45,0,
architect,architect,1466,0,2,29,1,
cathedral,cathedr,1467,0,9,172,1,
bells,bell,1469,0,4,73,1,
whistles,whistl,1470,0,3,31,1,
attention,attent,1472,0,5,97,0,
socks,sock,1473,0,7,164,1,
bluff,bluff,1474,0,2,28,1,
before,befor,1475,0,3,27,0,
outstanding,outstand,1476,0,4,40,0,
unwind,unwind,1477,0,5,107,1,
extremely,extrem,1478,0,3,27,0,
birds,bird,1479,0,3,39,1,
cement,cement,1480,0,2,37,1,
pit,pit,1481,0,3,27,0,
leave,leav,1482,0,7,96,0,
surfaces,surfac,1483,0,6,80,0,
balance,balanc,1484,0,4,57,0,
treed,treed,1486,0,3,37,1,
eagles,eagl,1487,0,3,29,1,
canvas,canva,1488,0,3,26,1,
glorious,gloriou,1489,0,3,44,0,
mechanicals,mechan,1490,0,3,56,1,
lift,lift,1491,0,2,32,0,
treasures,treasur,1492,0,3,38,1,
shutters,shutter,1493,0,5,67,1,
sky,sky,1494,0,4,50,1,
blank,blank,1495,0,4,55,1,
dynamic,dynam,1496,0,4,42,1,
mosaic,mosaic,1498,0,9,223,1,
elements,element,1499,0,3,37,1,
butcher,butcher,1500,0,5,60,1,
really,realli,1501,0,4,68,0,
westwood,westwood,1503,0,3,53,1,
were,were,1505,0,3,44,0,
al,al,1506,0,2,47,0,
eastside,eastsid,1507,0,5,60,1,
english,english,1508,0,6,66,1,
become,becom,1509,0,3,41,0,
sep,sep,1510,0,3,40,0,
rebuilt,rebuilt,1511,0,4,54,1,
bsmnt,bsmnt,1512,0,6,87,1,178
bdr,bdr,1513,0,5,78,1,82
installed,instal,1514,0,6,67,1,
visit,visit,1516,0,3,40,1,
turnkey,turnkei,1517,0,4,69,1,
bookshelves,bookshelv,1518,0,5,69,1,
buy,bui,1519,0,5,64,1,
me,me,1520,0,9,129,0,
dated,date,1521,0,12,58,1,
seaview,seaview,1522,0,3,29,1,
flexible,flexibl,1523,0,4,40,1,
cooktop,cooktop,1524,0,6,130,1,
grill,grill,1525,0,3,59,1,
mkt,mkt,1526,0,2,39,1,1023
nearly,nearli,1527,0,3,32,0,
yd,yd,1528,0,7,90,1,56
chicken,chicken,1529,0,4,69,1,
neighbor,neighbor,1530,0,3,50,1,
min,min,1531,0,10,145,1,
approx,approx,1532,0,11,192,1,
pretty,pretti,1534,0,3,48,1,
practical,practic,1535,0,4,60,1,
picket,picket,1536,0,4,51,1,
behind,behind,1537,0,4,60,1,
matches,match,1538,0,6,70,1,
belvidere,belvider,1540,0,3,31,1,
preserved,preserv,1541,0,5,84,0,
dry,dry,1542,0,5,85,1,
soothing,sooth,1543,0,4,63,1,
hutch,hutch,1544,0,3,27,1,
crisp,crisp,1545,0,3,51,1,
thoughtfully,thoughtfulli,1546,0,3,62,0,
unlimited,unlimit,1547,0,7,165,0,
tremendous,tremend,1548,0,2,32,0,
ste,ste,1549,0,5,62,0,
lwr,lwr,1550,0,3,40,0,
lvl,lvl,1551,0,4,55,0,
tandem,tandem,1552,0,6,100,0,
boundary,boundari,1553,0,5,66,1,
radiates,radiat,1554,0,3,40,1,
purpose,purpos,1555,0,3,36,0,
million,million,1557,0,5,91,1,
unbeatable,unbeat,1558,0,4,44,0,
dt,dt,1559,0,2,38,0,
interests,interest,1561,0,4,50,0,
native,nativ,1563,0,2,35,1,
pub,pub,1564,0,3,45,0,
replaced,replac,1565,0,6,72,0,
oozing,ooz,1566,0,4,65,0,
button,button,1567,0,3,34,0,
warmth,warmth,1569,0,3,37,1,
bellevue,bellevu,1571,0,5,74,1,
facility,facil,1572,0,7,75,1,
japanese,japanes,1573,0,2,30,1,
maximizes,maxim,1575,0,2,34,0,
numerous,numer,1576,0,3,56,0,
pc,pc,1577,0,6,100,0,
thoroughly,thoroughli,1579,0,3,48,0,
spilling,spill,1580,0,2,25,0,
gaze,gaze,1581,0,3,34,1,
madison,madison,1582,0,2,27,1,
picturesque,picturesqu,1583,0,8,178,1,
playfield,playfield,1584,0,6,84,1,
sumptuous,sumptuou,1585,0,4,71,0,
2br,2br,1586,0,5,73,0,82
scaled,scale,1587,0,4,50,1,
stage,stage,1589,0,4,40,1,
sunlight,sunlight,1590,0,3,37,1,
lk,lk,1591,0,6,90,1,284
daily,daili,1592,0,6,103,1,
sub,sub,1593,0,2,29,0,
environment,environ,1594,0,7,95,1,
canal,canal,1595,0,2,26,1,
locks,lock,1596,0,4,60,1,
bridge,bridg,1597,0,4,73,1,
