0.00000000000000e+00 1.000e+00
-1.01414376487308e+07   inf
-1.01294532882373e+07 1.182e-03
-1.01201146258586e+07 9.219e-04
-1.01126966512980e+07 7.330e-04
-1.01065846889612e+07 6.044e-04
-1.01014663686832e+07 5.064e-04
-1.00970951061175e+07 4.327e-04
-1.00933315015410e+07 3.727e-04
-1.00900579291553e+07 3.243e-04
-1.00871727578061e+07 2.859e-04
-1.00846137539159e+07 2.537e-04
-1.00823244948297e+07 2.270e-04
-1.00802757673033e+07 2.032e-04
-1.00784280526580e+07 1.833e-04
-1.00767556284813e+07 1.659e-04
-1.00752280749996e+07 1.516e-04
-1.00738305153130e+07 1.387e-04
-1.00725474186523e+07 1.274e-04
-1.00713812076718e+07 1.158e-04
-1.00703032455809e+07 1.070e-04
