0.00000000000000e+00 1.000e+00
-9.95093066809263e+06   inf
-9.93308356908016e+06 1.794e-03
-9.91877678343590e+06 1.440e-03
-9.90710074884457e+06 1.177e-03
-9.89738081039850e+06 9.811e-04
-9.88917557608682e+06 8.290e-04
-9.88215866778750e+06 7.096e-04
-9.87608327879763e+06 6.148e-04
-9.87080192485142e+06 5.348e-04
-9.86618280381447e+06 4.680e-04
-9.86212113527812e+06 4.117e-04
-9.85852402140902e+06 3.647e-04
-9.85532393668666e+06 3.246e-04
-9.85246639912924e+06 2.899e-04
-9.84990927111720e+06 2.595e-04
-9.84759640843037e+06 2.348e-04
-9.84552094228649e+06 2.108e-04
-9.84364335276029e+06 1.907e-04
-9.84193611937931e+06 1.734e-04
-9.84039617703443e+06 1.565e-04
